150,N/A,919000000002,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553562,""lng"":79.9943033,""urgency"":""normal"",""rescue_req_id"":157,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}"",""assigned_by"":""AI"",""assignment_version"":1}",Normal,completed,2026-06-28 18:16:42,,DESKTOP-KBHB0SB
151,N/A,919000000004,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553562,""lng"":79.9943033,""urgency"":""normal"",""rescue_req_id"":157,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,ignored,2026-06-28 18:16:47,,DESKTOP-KBHB0SB
152,N/A,919000000001,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553562,""lng"":79.9943033,""urgency"":""normal"",""rescue_req_id"":157,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":5}",Normal,completed,2026-06-28 18:16:52,,DESKTOP-KBHB0SB
153,N/A,919000000004,"{""message"":""SUPPLIES RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553824,""lng"":79.9942952,""urgency"":""normal"",""rescue_req_id"":158,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Normal,completed,2026-06-28 18:17:47,,DESKTOP-KBHB0SB
154,N/A,919000000002,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553824,""lng"":79.9942952,""urgency"":""normal"",""rescue_req_id"":158,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,ignored,2026-06-28 18:17:52,,DESKTOP-KBHB0SB
155,N/A,919000000001,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553824,""lng"":79.9942952,""urgency"":""normal"",""rescue_req_id"":158,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":5}",Normal,ignored,2026-06-28 18:17:57,,DESKTOP-KBHB0SB
156,N/A,919000000002,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553537,""lng"":79.9942943,""urgency"":""normal"",""rescue_req_id"":159,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}"",""assigned_by"":""AI"",""assignment_version"":1}",Normal,completed,2026-06-28 18:18:52,,DESKTOP-KBHB0SB
157,N/A,919000000004,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553537,""lng"":79.9942943,""urgency"":""normal"",""rescue_req_id"":159,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,ignored,2026-06-28 18:18:57,,DESKTOP-KBHB0SB
158,N/A,919000000001,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553537,""lng"":79.9942943,""urgency"":""normal"",""rescue_req_id"":159,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""BOAT\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":5}",Normal,completed,2026-06-28 18:19:02,,DESKTOP-KBHB0SB
159,N/A,919000000002,"{""message"":""SOS TASK at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4556107,""lng"":79.9942811,""urgency"":""normal"",""rescue_req_id"":160,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Normal,completed,2026-06-28 18:20:02,,DESKTOP-KBHB0SB
160,N/A,919000000002,"{""message"":""AI ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4556107,""lng"":79.9942811,""urgency"":""normal"",""rescue_req_id"":160,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,ignored,2026-06-28 18:20:07,,DESKTOP-KBHB0SB
161,N/A,919000000001,"{""message"":""AI ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4556107,""lng"":79.9942811,""urgency"":""normal"",""rescue_req_id"":160,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":5}",Normal,ignored,2026-06-28 18:20:12,,DESKTOP-KBHB0SB
162,N/A,919000000001,"{""message"":""PREGNANCY RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.9943014,""urgency"":""critical"",""rescue_req_id"":161,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Critical,completed,2026-06-28 18:21:07,,DESKTOP-KBHB0SB
163,N/A,919000000002,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.9943014,""urgency"":""critical"",""rescue_req_id"":161,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,ignored,2026-06-28 18:21:12,,DESKTOP-KBHB0SB
164,N/A,919000000001,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.9943014,""urgency"":""critical"",""rescue_req_id"":161,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":5}",Critical,ignored,2026-06-28 18:21:17,,DESKTOP-KBHB0SB
165,N/A,919000000001,"{""message"":""MEDICAL RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.994293,""urgency"":""critical"",""rescue_req_id"":162,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Critical,completed,2026-06-28 18:22:12,,DESKTOP-KBHB0SB
166,N/A,919000000002,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.994293,""urgency"":""critical"",""rescue_req_id"":162,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,ignored,2026-06-28 18:22:17,,DESKTOP-KBHB0SB
167,N/A,919000000001,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.455355,""lng"":79.994293,""urgency"":""critical"",""rescue_req_id"":162,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":5}",Critical,ignored,2026-06-28 18:22:22,,DESKTOP-KBHB0SB
168,N/A,919000000002,"{""message"":""MEDICAL RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553651,""lng"":79.9943004,""urgency"":""critical"",""rescue_req_id"":163,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Critical,completed,2026-06-28 18:23:17,,DESKTOP-KBHB0SB
169,N/A,919000000002,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553651,""lng"":79.9943004,""urgency"":""critical"",""rescue_req_id"":163,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,ignored,2026-06-28 18:23:22,,DESKTOP-KBHB0SB
170,N/A,919000000001,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":14.4553651,""lng"":79.9943004,""urgency"":""critical"",""rescue_req_id"":163,""requester_name"":""Amit Kumar"",""requester_phone"":""918000000001"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 3]\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":5}",Critical,ignored,2026-06-28 18:23:27,,DESKTOP-KBHB0SB


SECTION 3: PUBLIC SOS ALERTS
SOS ID,Device ID,Phone,Latitude,Longitude,Details,Status,Priority,Alert Time,Device Node
NO SOS ALERTS FOR THIS DATE
